path,text
data/input/172530236481_Travel.mp4,"The video captures a bustling scene on a multi-lane highway in China. The highway is filled with a variety of vehicles, including cars, buses, and trucks, all moving in the same direction. The vehicles are predominantly black and white, with a few red and yellow ones scattered throughout. The highway is surrounded by lush green trees and buildings, creating a stark contrast between the natural and urban environments. The sky above is a clear blue, suggesting a sunny day. The video is taken from a high angle, providing a bird's eye view of the highway and its surroundings. The image is slightly blurry, adding a sense of motion to the scene. The overall image is a dynamic representation of a typical day on a busy Chinese highway."
data/input/172842598268_Oddity.mp4,"The video captures a bustling scene on a mountain road. Dominating the frame is a large truck, its cargo bed brimming with a load of rocks. The truck is in motion, driving on the right side of the road, which is marked by a white line.   In the background, a car is visible, adding to the sense of activity on the road. The road itself is nestled amidst a lush expanse of trees and rocks, creating a natural backdrop to the scene.   The perspective of the video is particularly striking - it's taken from a high angle, looking down on the road and the vehicles. This viewpoint gives a comprehensive view of the road and its surroundings, allowing for a clear view of the truck and the car, as well as the trees and rocks in the background.   Despite the activity, there's a sense of order and routine to the scene. The truck is driving in the correct lane, and the car is following the rules of the road. The trees and rocks in the background stand still, providing a constant backdrop to the scene.   Overall, the video provides a snapshot of a moment"
data/input/173597670263_Travel.mp4,"The video captures the breathtaking view of the Sphinx of Babele, a natural rock formation located in Romania. The perspective is from a high angle, providing a panoramic view of the surrounding landscape. The Sphinx, a large rock formation, is the main focus of the image, with its green moss covering adding a touch of color to the otherwise rugged terrain. The clear blue sky forms a beautiful backdrop, while the calm sea in the foreground adds a sense of tranquility to the scene. The image is taken during the day, under bright sunlight, which illuminates the entire scene and highlights the details of the rock formation and the sea. The overall composition of the image suggests a serene and peaceful environment, untouched by urban development."
data/input/174085971333_Appearance.mp4,"The video is a close-up of a person taking a selfie. The individual appears to be a young woman with long dark hair and is wearing a white top. She is holding up a peace sign with her right hand. On her head, there are two white bunny ears that are part of a filter or accessory. The background is blurred but suggests an indoor setting with a pinkish hue, possibly a room with a pink wall. There are no texts visible in the video. The style of the video is casual and personal, likely intended for social media sharing."
data/input/175715721211_Education.mp4,"The video is a short, vertical format video featuring a woman standing in a kitchen. She is wearing a white chef's coat with a logo on the left chest area and a name tag on the right chest area. The chef is facing the camera and appears to be speaking or presenting, as indicated by her gestures and the text overlay on the screen. The text overlay is in Chinese characters and includes the date ""14-19"" and the word ""live,"" suggesting that this might be a live broadcast or a live cooking demonstration.  In the background, there is a kitchen counter with various items on it, including what appears to be a cake stand with a cake, a bowl, and some fruit. The kitchen has a modern design with a stainless steel refrigerator and a sink visible in the background. The lighting in the kitchen is bright, and the overall style of the video is informative and promotional, likely intended for a culinary audience."
data/input/180280307873_Pet.mp4,"The video is a close-up shot of a light brown Labrador puppy lying on a blue metal grate. The puppy appears to be resting or relaxing, with its eyes closed and mouth slightly open. The puppy's fur is soft and shiny, and its ears are floppy. The background is blurred, but it seems to be an outdoor setting with natural lighting. There are no texts or other objects in the video. The style of the video is a realistic, unembellished depiction of the puppy, likely intended to showcase the puppy's appearance and demeanor."
data/input/180993222696_Home.mp4,"The video shows a close-up of a person's hands holding a power drill with a black handle and a silver body. The drill is being used to drill into a red brick wall. The person is wearing a gray jacket and is holding the drill with both hands. The drill is making a hole in the brick wall, and the person is applying pressure to the drill with their hands. The background is blurred, but it appears to be an outdoor setting with a brick wall and a blue sky. There are no texts visible in the video. The style of the video is a real-life action shot, capturing the moment of drilling into the brick wall."
data/input/181239937199_Travel.mp4,"The video captures a breathtaking aerial view of a mountainous landscape. The camera is positioned high above the ground, providing a bird's eye view of the terrain. The landscape is a mix of dry grass and shrubs, interspersed with patches of trees. The colors in the image are predominantly brown and green, reflecting the natural environment.  The camera pans across the landscape, revealing the vastness of the area. The mountains in the distance appear majestic, their peaks reaching towards the sky. The image is taken during the day, under clear skies, which adds to the overall beauty of the scene.  The video also contains text in Chinese, which provides additional information about the location. However, the text is not the focus of the image and is not the main subject of the video. The primary focus is the stunning aerial view of the mountainous landscape. The text is likely providing context or information about the location, but it is not the main point of interest in the image."
data/input/182027124406_Car.mp4,"The video captures a scene in a room where a KTM dirt bike is the center of attention. The bike, with its vibrant orange and white color scheme, is parked on a wooden floor. The KTM logo is prominently displayed on the bike, indicating its brand. The bike is equipped with a large tire, suggesting it's designed for off-road use.  The bike is positioned in front of a wooden table, which holds a few items. A helmet, presumably for the rider, is placed on the table. A pair of goggles, essential for any dirt bike rider, is also on the table. A water bottle, likely for the rider to stay hydrated during rides, is also present.  The room itself is simple and uncluttered, with a potted plant adding a touch of greenery to the space. The focus of the room is clearly the KTM dirt bike, ready for an adventure on the trails."
data/input/183496874465_Fitness.mp4,"The video shows a man working out in a gym. He is seated on a red weight machine with a black seat and backrest, which appears to be a leg press machine. The man is wearing a black sleeveless top and is in the process of lifting a weight with his legs. The gym has an orange wall in the background, and there is a sign with red and white text on the machine, although the text is not legible in the image. The lighting in the gym is bright, and the focus of the image is on the man and the machine he is using. The style of the image is a real-life photograph with a shallow depth of field, focusing on the man and the machine while the background is slightly blurred."
data/input/190182016523_segment.mp4,"The video captures a serene winter scene. A hand, clad in a black glove, is seen gently touching a patch of snow. The snow, pristine and white, is the main focus of the image. It's located in the foreground, drawing the viewer's attention.  In the background, a breathtaking landscape unfolds. A field stretches out, blanketed in snow. The field is dotted with trees, their branches heavy with snow. Beyond the field, a mountain range rises, their peaks also covered in snow. The sky above is a clear blue, providing a beautiful contrast to the white snow below.  The colors in the image are predominantly white, black, and blue, creating a cool and tranquil atmosphere. The hand's black glove stands out against the white snow, adding a touch of contrast to the image. The blue sky provides a refreshing break from the white snow, adding depth to the image.  Overall, the video presents a peaceful winter scene, with the hand touching the snow in the foreground and the snow-covered field, trees, and mountain range in the background"
data/input/190217027419_segment.mp4,"The video is a close-up shot of a meal served on a dining table. In the foreground, there is a bowl of soup with a spoon resting in it. The soup appears to be a clear broth with visible pieces of meat and vegetables. To the right of the soup bowl, there is a plate with a serving of noodles, shrimp, and what looks like a piece of meat or tofu. The noodles are light in color, and the shrimp are pink. To the left of the soup bowl, there is a plate with a serving of green beans and what appears to be a piece of meat or tofu. The green beans are bright green and look fresh.  In the background, there is a blurred image of a person sitting at the table, suggesting that the focus is on the food rather than the person. The person is wearing a black top and has dark hair. The lighting in the image is warm, and the overall ambiance suggests a casual dining setting.  There is text overlaying the image, which appears to be in Chinese characters. The text is white with a slight shadow effect, making it"
data/input/190219103212_segment.mp4,"The video shows two individuals engaged in what appears to be a dance or martial arts performance. They are both dressed in casual, comfortable clothing and are holding what look like nunchucks. The setting is an outdoor area with a concrete ground and a backdrop of a dilapidated building with peeling paint. The lighting suggests it is either late afternoon or early evening, with a warm tone to the scene. The individuals are in motion, with one person in the foreground and the other in the background, both moving in sync with each other. There are no visible texts or logos in the video. The style of the video is candid and seems to capture a moment of practice or performance."
data/input/190219618389_segment.mp4,"The video is a still image featuring a man on stage performing. He is wearing a black jacket with a white shirt and a black bow tie. The man has short black hair and is holding a microphone in his right hand. His left hand is raised near his chest, and he appears to be singing or speaking. The background of the image is a blue screen with a wave-like pattern, suggesting a water or ocean theme. There are no visible texts or logos in the image. The style of the image is a standard photograph with a focus on the performer, capturing a moment during his performance."
data/input/190223870016_segment.mp4,"The video captures a dramatic scene of a fire in a multi-story building. The building, constructed of gray concrete, is engulfed in flames, with smoke billowing out of the windows. The fire is intense, with bright orange and yellow flames visible through the windows.  In the midst of this chaos, a man is seen climbing down the side of the building. He is dressed in a yellow shirt and blue pants, and he appears to be in a state of panic. His actions suggest that he is trying to escape the building, but the situation is dire.  The video is taken from a distance, providing a wide shot of the building and the man's actions. The perspective allows for a clear view of the building and the man, but it also emphasizes the scale of the fire and the urgency of the situation.  The video also contains text, which reads ""大火 火事 火災 火災 火災 火災 火災 火災 火災 火災 火災 火災 火災"
data/input/190226880617_segment.mp4,"The video is a colorful animated scene featuring a variety of characters. In the foreground, there is a green cube with a face on it, displaying the number 3. To the left of this cube, there is a pink bunny character with a surprised expression, wearing a red shirt and a white collar. The bunny has large, round eyes and is standing on its hind legs. To the right of the green cube, there is a blue cube with a face on it, displaying the number 4. Behind the bunny, there is a zombie character with a pale face, dark eyes, and a red shirt, standing with its arms outstretched. The zombie has a greenish hue and is wearing a red tie. In the background, there is a green landscape with trees and a blue sky. The overall style of the animation is cartoonish and playful, with a focus on bright colors and exaggerated facial expressions. There are no texts visible in the video."
data/input/190228233214_segment.mp4,"The video shows a young girl running on a sandy beach with the ocean in the background. She is wearing a black and white tracksuit with white stripes on the sides and has her hair tied back. The girl appears to be in motion, with her arms outstretched and her legs bent at the knees. The sky is clear and blue, suggesting it might be a sunny day. The beach is wide and sandy, with small waves breaking on the shore. There are no visible texts or distinctive brands in the image. The style of the video is a candid, real-life action shot, capturing a moment of the girl's movement."
data/input/190250192438_segment.mp4,"The video shows a person, who appears to be a young man, engaged in an activity in an outdoor setting. He is wearing a dark jacket and is bending over to interact with a large, ornate object that resembles a traditional Chinese vase or urn. The object is placed on the ground and has a vibrant, colorful design with what seems to be a dragon motif. The man is using a long-handled tool, possibly a brush or a similar implement, to manipulate the object.  The background features a brick wall and a wooden door, suggesting an old or historical building. The lighting in the scene is natural, indicating that the photo was taken during the day. There are no visible texts or distinctive brands in the image. The style of the video is candid and appears to be a real-life scenario rather than a staged or scripted event."
data/input/190250990552_segment.mp4,"The video is a still image featuring a man in the foreground. He is wearing a dark suit with a tie and has short, dark hair. The man appears to be speaking or presenting, as suggested by his facial expression and the microphone in front of him. The background is blurred but seems to be an indoor setting with warm lighting. There are no visible texts or distinctive markings that provide additional context or information about the content of the video. The style of the image is a standard, candid photograph with no artistic filters or effects applied."
data/input/190252330308_segment.mp4,"The video captures a vibrant scene of a street at night, bathed in the soft glow of pink cherry blossom petals. The petals are scattered across the street, creating a beautiful contrast against the dark sky. The street is lined with trees, their branches heavy with blossoms. The petals are in mid-fall, creating a dynamic and lively atmosphere.  In the distance, a blue sign stands out against the pink backdrop. It reads ""Tokyo"", indicating the location of the scene. The sign is illuminated, adding to the nighttime ambiance.  The street is not deserted, as several people can be seen walking on the sidewalk. They are dressed in casual attire, going about their evening. Their presence adds a sense of scale to the scene, highlighting the grandeur of the cherry blossom display.  The video is taken from a low angle, looking up at the trees and the falling petals. This perspective enhances the sense of depth and scale, making the viewer feel as if they are standing right there on the street, surrounded by the falling petals.  Overall, the video is a"
